Site,Latitude,Longitude,Elevation,Time,Depth,LakeElevation,BedTemperature
M9925,70.247,-151.478,14.7,6/3/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/4/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/5/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/6/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/7/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/8/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/9/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/10/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/11/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/12/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/13/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/14/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/15/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/16/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/17/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/18/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/19/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/20/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/21/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/22/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/23/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/24/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/25/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/26/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/27/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/28/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/29/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,6/30/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/1/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/2/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/3/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/4/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/5/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/6/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/7/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/8/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/9/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/10/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/11/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/12/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/13/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/14/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/15/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/16/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/17/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/18/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/19/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/20/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/21/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/22/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/23/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/24/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/25/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/26/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/27/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/28/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/29/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/30/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,7/31/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/1/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/2/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/3/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/4/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/5/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/6/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/7/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/8/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/9/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/10/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/11/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/12/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/13/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/14/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/15/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/16/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/17/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/18/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/19/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/20/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/21/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/22/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/23/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/24/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/25/18,NaN,NaN,NaN
M9925,70.247,-151.478,14.7,8/26/18,0.80,13.66,3.5
M9925,70.247,-151.478,14.7,8/27/18,0.79,13.65,3.1
M9925,70.247,-151.478,14.7,8/28/18,0.79,13.65,3.5
M9925,70.247,-151.478,14.7,8/29/18,0.79,13.65,4.1
M9925,70.247,-151.478,14.7,8/30/18,0.79,13.65,4.1
M9925,70.247,-151.478,14.7,8/31/18,0.79,13.65,3.7
M9925,70.247,-151.478,14.7,9/1/18,0.81,13.67,4.2
M9925,70.247,-151.478,14.7,9/2/18,0.81,13.67,4.5
M9925,70.247,-151.478,14.7,9/3/18,0.81,13.67,5.8
M9925,70.247,-151.478,14.7,9/4/18,0.82,13.68,5.7
M9925,70.247,-151.478,14.7,9/5/18,0.82,13.68,7.0
M9925,70.247,-151.478,14.7,9/6/18,0.84,13.70,6.4
M9925,70.247,-151.478,14.7,9/7/18,0.84,13.70,4.5
M9925,70.247,-151.478,14.7,9/8/18,0.84,13.70,4.4
M9925,70.247,-151.478,14.7,9/9/18,0.85,13.71,5.3
M9925,70.247,-151.478,14.7,9/10/18,0.85,13.71,5.9
M9925,70.247,-151.478,14.7,9/11/18,0.86,13.72,4.9
M9925,70.247,-151.478,14.7,9/12/18,0.85,13.71,5.1
M9925,70.247,-151.478,14.7,9/13/18,0.85,13.71,6.0
M9925,70.247,-151.478,14.7,9/14/18,0.86,13.72,5.6
M9925,70.247,-151.478,14.7,9/15/18,0.86,13.72,4.2
M9925,70.247,-151.478,14.7,9/16/18,0.86,13.72,2.8
M9925,70.247,-151.478,14.7,9/17/18,0.86,13.72,1.6
M9925,70.247,-151.478,14.7,9/18/18,0.86,13.72,1.0
M9925,70.247,-151.478,14.7,9/19/18,0.85,13.71,0.7
M9925,70.247,-151.478,14.7,9/20/18,0.85,13.71,1.5
M9925,70.247,-151.478,14.7,9/21/18,0.85,13.71,1.5
M9925,70.247,-151.478,14.7,9/22/18,0.84,13.70,1.1
M9925,70.247,-151.478,14.7,9/23/18,0.84,13.70,0.4
M9925,70.247,-151.478,14.7,9/24/18,0.84,13.70,0.2
M9925,70.247,-151.478,14.7,9/25/18,0.84,13.70,0.5
M9925,70.247,-151.478,14.7,9/26/18,0.84,13.70,1.2
M9925,70.247,-151.478,14.7,9/27/18,0.84,13.70,1.8
M9925,70.247,-151.478,14.7,9/28/18,0.84,13.70,1.8
M9925,70.247,-151.478,14.7,9/29/18,0.84,13.70,0.7
M9925,70.247,-151.478,14.7,9/30/18,0.83,13.69,1.3
M9925,70.247,-151.478,14.7,10/1/18,0.83,13.69,1.3
M9925,70.247,-151.478,14.7,10/2/18,NaN,NaN,1.3
M9925,70.247,-151.478,14.7,10/3/18,NaN,NaN,0.8
M9925,70.247,-151.478,14.7,10/4/18,NaN,NaN,0.7
M9925,70.247,-151.478,14.7,10/5/18,NaN,NaN,1.1
M9925,70.247,-151.478,14.7,10/6/18,NaN,NaN,1.3
M9925,70.247,-151.478,14.7,10/7/18,NaN,NaN,1.5
M9925,70.247,-151.478,14.7,10/8/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/9/18,NaN,NaN,1.5
M9925,70.247,-151.478,14.7,10/10/18,NaN,NaN,1.7
M9925,70.247,-151.478,14.7,10/11/18,NaN,NaN,1.7
M9925,70.247,-151.478,14.7,10/12/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/13/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/14/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/15/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/16/18,NaN,NaN,1.6
M9925,70.247,-151.478,14.7,10/17/18,NaN,NaN,1.5
M9925,70.247,-151.478,14.7,10/18/18,NaN,NaN,1.4
M9925,70.247,-151.478,14.7,10/19/18,NaN,NaN,1.2
M9925,70.247,-151.478,14.7,10/20/18,NaN,NaN,1.1
M9925,70.247,-151.478,14.7,10/21/18,NaN,NaN,1.0
M9925,70.247,-151.478,14.7,10/22/18,NaN,NaN,1.0
M9925,70.247,-151.478,14.7,10/23/18,NaN,NaN,1.0
M9925,70.247,-151.478,14.7,10/24/18,NaN,NaN,0.9
M9925,70.247,-151.478,14.7,10/25/18,NaN,NaN,0.8
M9925,70.247,-151.478,14.7,10/26/18,NaN,NaN,0.7
M9925,70.247,-151.478,14.7,10/27/18,NaN,NaN,0.7
M9925,70.247,-151.478,14.7,10/28/18,NaN,NaN,0.6
M9925,70.247,-151.478,14.7,10/29/18,NaN,NaN,0.6
M9925,70.247,-151.478,14.7,10/30/18,NaN,NaN,0.5
M9925,70.247,-151.478,14.7,10/31/18,NaN,NaN,0.5
M9925,70.247,-151.478,14.7,11/1/18,NaN,NaN,0.4
M9925,70.247,-151.478,14.7,11/2/18,NaN,NaN,0.3
M9925,70.247,-151.478,14.7,11/3/18,NaN,NaN,0.2
M9925,70.247,-151.478,14.7,11/4/18,NaN,NaN,0.2
M9925,70.247,-151.478,14.7,11/5/18,NaN,NaN,0.1
M9925,70.247,-151.478,14.7,11/6/18,NaN,NaN,0.1
M9925,70.247,-151.478,14.7,11/7/18,NaN,NaN,0.1
M9925,70.247,-151.478,14.7,11/8/18,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,11/9/18,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,11/10/18,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,11/11/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/12/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/13/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/14/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/15/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/16/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/17/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/18/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/19/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/20/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/21/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/22/18,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,11/23/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/24/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/25/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/26/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/27/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/28/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/29/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,11/30/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/1/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/2/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/3/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/4/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/5/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/6/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/7/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/8/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/9/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/10/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/11/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/12/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/13/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/14/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/15/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/16/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/17/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/18/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/19/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/20/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/21/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/22/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/23/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/24/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/25/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/26/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/27/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/28/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/29/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/30/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,12/31/18,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/1/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/2/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/3/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/4/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/5/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/6/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/7/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/8/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/9/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/10/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/11/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/12/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/13/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/14/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/15/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/16/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/17/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/18/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/19/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/20/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/21/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/22/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/23/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/24/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,1/25/19,NaN,NaN,-0.3
M9925,70.247,-151.478,14.7,1/26/19,NaN,NaN,-0.3
M9925,70.247,-151.478,14.7,1/27/19,NaN,NaN,-0.4
M9925,70.247,-151.478,14.7,1/28/19,NaN,NaN,-0.4
M9925,70.247,-151.478,14.7,1/29/19,NaN,NaN,-0.4
M9925,70.247,-151.478,14.7,1/30/19,NaN,NaN,-0.5
M9925,70.247,-151.478,14.7,1/31/19,NaN,NaN,-0.7
M9925,70.247,-151.478,14.7,2/1/19,NaN,NaN,-1.3
M9925,70.247,-151.478,14.7,2/2/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,2/3/19,NaN,NaN,-2.3
M9925,70.247,-151.478,14.7,2/4/19,NaN,NaN,-2.3
M9925,70.247,-151.478,14.7,2/5/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,2/6/19,NaN,NaN,-2.3
M9925,70.247,-151.478,14.7,2/7/19,NaN,NaN,-2.7
M9925,70.247,-151.478,14.7,2/8/19,NaN,NaN,-2.6
M9925,70.247,-151.478,14.7,2/9/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,2/10/19,NaN,NaN,-1.8
M9925,70.247,-151.478,14.7,2/11/19,NaN,NaN,-1.8
M9925,70.247,-151.478,14.7,2/12/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,2/13/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,2/14/19,NaN,NaN,-3.6
M9925,70.247,-151.478,14.7,2/15/19,NaN,NaN,-5.2
M9925,70.247,-151.478,14.7,2/16/19,NaN,NaN,-6.3
M9925,70.247,-151.478,14.7,2/17/19,NaN,NaN,-6.3
M9925,70.247,-151.478,14.7,2/18/19,NaN,NaN,-5.8
M9925,70.247,-151.478,14.7,2/19/19,NaN,NaN,-5.2
M9925,70.247,-151.478,14.7,2/20/19,NaN,NaN,-5.0
M9925,70.247,-151.478,14.7,2/21/19,NaN,NaN,-5.7
M9925,70.247,-151.478,14.7,2/22/19,NaN,NaN,-6.0
M9925,70.247,-151.478,14.7,2/23/19,NaN,NaN,-6.2
M9925,70.247,-151.478,14.7,2/24/19,NaN,NaN,-5.5
M9925,70.247,-151.478,14.7,2/25/19,NaN,NaN,-4.6
M9925,70.247,-151.478,14.7,2/26/19,NaN,NaN,-4.1
M9925,70.247,-151.478,14.7,2/27/19,NaN,NaN,-4.1
M9925,70.247,-151.478,14.7,2/28/19,NaN,NaN,-4.2
M9925,70.247,-151.478,14.7,3/1/19,NaN,NaN,-4.2
M9925,70.247,-151.478,14.7,3/2/19,NaN,NaN,-4.3
M9925,70.247,-151.478,14.7,3/3/19,NaN,NaN,-4.6
M9925,70.247,-151.478,14.7,3/4/19,NaN,NaN,-4.4
M9925,70.247,-151.478,14.7,3/5/19,NaN,NaN,-4.5
M9925,70.247,-151.478,14.7,3/6/19,NaN,NaN,-4.3
M9925,70.247,-151.478,14.7,3/7/19,NaN,NaN,-4.0
M9925,70.247,-151.478,14.7,3/8/19,NaN,NaN,-3.7
M9925,70.247,-151.478,14.7,3/9/19,NaN,NaN,-3.4
M9925,70.247,-151.478,14.7,3/10/19,NaN,NaN,-3.5
M9925,70.247,-151.478,14.7,3/11/19,NaN,NaN,-4.0
M9925,70.247,-151.478,14.7,3/12/19,NaN,NaN,-5.0
M9925,70.247,-151.478,14.7,3/13/19,NaN,NaN,-5.9
M9925,70.247,-151.478,14.7,3/14/19,NaN,NaN,-6.9
M9925,70.247,-151.478,14.7,3/15/19,NaN,NaN,-7.3
M9925,70.247,-151.478,14.7,3/16/19,NaN,NaN,-7.1
M9925,70.247,-151.478,14.7,3/17/19,NaN,NaN,-6.5
M9925,70.247,-151.478,14.7,3/18/19,NaN,NaN,-5.7
M9925,70.247,-151.478,14.7,3/19/19,NaN,NaN,-5.3
M9925,70.247,-151.478,14.7,3/20/19,NaN,NaN,-5.4
M9925,70.247,-151.478,14.7,3/21/19,NaN,NaN,-5.7
M9925,70.247,-151.478,14.7,3/22/19,NaN,NaN,-5.8
M9925,70.247,-151.478,14.7,3/23/19,NaN,NaN,-5.6
M9925,70.247,-151.478,14.7,3/24/19,NaN,NaN,-4.9
M9925,70.247,-151.478,14.7,3/25/19,NaN,NaN,-3.9
M9925,70.247,-151.478,14.7,3/26/19,NaN,NaN,-3.0
M9925,70.247,-151.478,14.7,3/27/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,3/28/19,NaN,NaN,-1.5
M9925,70.247,-151.478,14.7,3/29/19,NaN,NaN,-1.0
M9925,70.247,-151.478,14.7,3/30/19,NaN,NaN,-0.6
M9925,70.247,-151.478,14.7,3/31/19,NaN,NaN,-0.4
M9925,70.247,-151.478,14.7,4/1/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,4/2/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,4/3/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,4/4/19,NaN,NaN,-0.3
M9925,70.247,-151.478,14.7,4/5/19,NaN,NaN,-0.8
M9925,70.247,-151.478,14.7,4/6/19,NaN,NaN,-1.1
M9925,70.247,-151.478,14.7,4/7/19,NaN,NaN,-1.5
M9925,70.247,-151.478,14.7,4/8/19,NaN,NaN,-2.0
M9925,70.247,-151.478,14.7,4/9/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/10/19,NaN,NaN,-2.2
M9925,70.247,-151.478,14.7,4/11/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,4/12/19,NaN,NaN,-1.8
M9925,70.247,-151.478,14.7,4/13/19,NaN,NaN,-1.8
M9925,70.247,-151.478,14.7,4/14/19,NaN,NaN,-1.5
M9925,70.247,-151.478,14.7,4/15/19,NaN,NaN,-1.5
M9925,70.247,-151.478,14.7,4/16/19,NaN,NaN,-1.7
M9925,70.247,-151.478,14.7,4/17/19,NaN,NaN,-1.8
M9925,70.247,-151.478,14.7,4/18/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,4/19/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/20/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/21/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/22/19,NaN,NaN,-2.2
M9925,70.247,-151.478,14.7,4/23/19,NaN,NaN,-2.2
M9925,70.247,-151.478,14.7,4/24/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/25/19,NaN,NaN,-2.1
M9925,70.247,-151.478,14.7,4/26/19,NaN,NaN,-2.0
M9925,70.247,-151.478,14.7,4/27/19,NaN,NaN,-1.9
M9925,70.247,-151.478,14.7,4/28/19,NaN,NaN,-1.7
M9925,70.247,-151.478,14.7,4/29/19,NaN,NaN,-1.6
M9925,70.247,-151.478,14.7,4/30/19,NaN,NaN,-1.4
M9925,70.247,-151.478,14.7,5/1/19,NaN,NaN,-1.1
M9925,70.247,-151.478,14.7,5/2/19,NaN,NaN,-0.8
M9925,70.247,-151.478,14.7,5/3/19,NaN,NaN,-0.6
M9925,70.247,-151.478,14.7,5/4/19,NaN,NaN,-0.5
M9925,70.247,-151.478,14.7,5/5/19,NaN,NaN,-0.3
M9925,70.247,-151.478,14.7,5/6/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/7/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/8/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/9/19,NaN,NaN,-0.3
M9925,70.247,-151.478,14.7,5/10/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/11/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/12/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/13/19,NaN,NaN,-0.2
M9925,70.247,-151.478,14.7,5/14/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/15/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/16/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/17/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/18/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/19/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/20/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/21/19,NaN,NaN,0.1
M9925,70.247,-151.478,14.7,5/22/19,NaN,NaN,0.2
M9925,70.247,-151.478,14.7,5/23/19,NaN,NaN,0.2
M9925,70.247,-151.478,14.7,5/24/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/25/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/26/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/27/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,5/28/19,NaN,NaN,0.2
M9925,70.247,-151.478,14.7,5/29/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,5/30/19,NaN,NaN,-37.1
M9925,70.247,-151.478,14.7,5/31/19,NaN,NaN,-0.1
M9925,70.247,-151.478,14.7,6/1/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,6/2/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,6/3/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,6/4/19,NaN,NaN,0.0
M9925,70.247,-151.478,14.7,6/5/19,0.88,13.72,0.1
M9925,70.247,-151.478,14.7,6/6/19,0.87,13.71,0.1
M9925,70.247,-151.478,14.7,6/7/19,0.86,13.70,0.7
M9925,70.247,-151.478,14.7,6/8/19,0.86,13.70,1.0
M9925,70.247,-151.478,14.7,6/9/19,0.85,13.69,1.1
M9925,70.247,-151.478,14.7,6/10/19,0.85,13.69,1.3
M9925,70.247,-151.478,14.7,6/11/19,0.84,13.68,1.8
M9925,70.247,-151.478,14.7,6/12/19,0.84,13.68,1.5
M9925,70.247,-151.478,14.7,6/13/19,0.85,13.69,1.7
M9925,70.247,-151.478,14.7,6/14/19,0.85,13.69,2.5
M9925,70.247,-151.478,14.7,6/15/19,0.85,13.69,4.5
M9925,70.247,-151.478,14.7,6/16/19,0.84,13.68,5.6
M9925,70.247,-151.478,14.7,6/17/19,0.85,13.69,4.2
M9925,70.247,-151.478,14.7,6/18/19,0.84,13.68,4.4
M9925,70.247,-151.478,14.7,6/19/19,0.84,13.68,5.2
M9925,70.247,-151.478,14.7,6/20/19,0.84,13.68,7.8
M9925,70.247,-151.478,14.7,6/21/19,0.84,13.68,12.0
M9925,70.247,-151.478,14.7,6/22/19,0.84,13.68,12.3
M9925,70.247,-151.478,14.7,6/23/19,0.84,13.68,11.0
M9925,70.247,-151.478,14.7,6/24/19,0.84,13.68,9.9
M9925,70.247,-151.478,14.7,6/25/19,0.84,13.68,8.8
M9925,70.247,-151.478,14.7,6/26/19,0.84,13.68,10.6
M9925,70.247,-151.478,14.7,6/27/19,0.83,13.67,10.4
M9925,70.247,-151.478,14.7,6/28/19,0.83,13.67,9.8
M9925,70.247,-151.478,14.7,6/29/19,0.83,13.67,9.8
M9925,70.247,-151.478,14.7,6/30/19,0.83,13.67,10.7
